"历厘矫埃","郴何柯档","郴何嚼档","CO2丑档","寇何柯档","浅氢","浅加","老荤樊","穿利老荤樊","皑快"
"2024-11-23 04:08","12.3","94.5","416","-0.7","快","0.7","0","964","0"
"2024-11-23 04:09","12.1","97.1","416","-0.5","快","0.7","0","964","0"
"2024-11-23 04:10","12.1","95.1","415","-0.2","快","1.1","0","964","0"
"2024-11-23 04:11","12.5","90.8","414","-0.5","快","0.9","0","964","0"
"2024-11-23 04:12","12.2","94.5","416","-0.4","快","0.8","0","964","0"
"2024-11-23 04:13","12.2","96.9","417","-0.5","快","1.1","0","964","0"
"2024-11-23 04:14","12.4","91.9","415","-0.4","快","1.1","0","964","0"
"2024-11-23 04:15","12.2","95.5","414","-0.3","快","1.1","0","964","0"
"2024-11-23 04:16","12.2","91.4","415","-0.1","快","1.1","0","964","0"
"2024-11-23 04:17","12.1","93.5","414","-0.5","快","1.1","0","964","0"
"2024-11-23 04:18","12.1","90.6","413","-0.2","快","1.5","0","964","0"
"2024-11-23 04:19","12.1","89.7","414","-0.2","快","1.5","0","964","0"
"2024-11-23 04:20","12.2","91.6","414","-0.3","快","1.5","0","964","0"
"2024-11-23 04:21","12.3","91.5","414","-0.6","快","1.5","0","964","0"
"2024-11-23 04:22","12.2","93.3","414","-0.6","快","1.5","0","964","0"
"2024-11-23 04:23","12.1","94.1","415","-0.5","快","1.1","0","964","0"
"2024-11-23 04:24","11.9","95.7","415","-0.7","快","1.1","0","964","0"
"2024-11-23 04:25","12.1","91.8","413","-0.7","快","1.1","0","964","0"
"2024-11-23 04:26","11.8","97.1","416","-0.9","快","1.1","0","964","0"
"2024-11-23 04:27","12.1","94.8","416","-0.8","快","1.1","0","964","0"
"2024-11-23 04:28","12.1","94.3","416","-0.7","快","0.7","0","964","0"
"2024-11-23 04:29","11.9","95.6","416","-0.3","快","0.8","0","964","0"
"2024-11-23 04:30","11.9","95.5","416","-0.4","快","1.2","0","964","0"
"2024-11-23 04:31","12","97","416","-0.2","快","1.3","0","964","0"
"2024-11-23 04:32","12","95.1","416","-0.3","快","0.7","0","964","0"
"2024-11-23 04:33","12.1","91.8","416","-0.6","快","0.7","0","964","0"
"2024-11-23 04:34","12","93.7","416","-0.5","快","1.4","0","964","0"
"2024-11-23 04:35","11.9","94.9","416","-0.5","快","0.8","0","964","0"
"2024-11-23 04:36","12","95.3","416","-0.3","快","0.7","0","964","0"
"2024-11-23 04:37","11.9","95.5","416","-0.4","快","0.7","0","964","0"
"2024-11-23 04:38","11.9","94.3","416","-0.4","快","1.1","0","964","0"
"2024-11-23 04:39","11.7","95.8","416","-0.3","快","0.7","0","964","0"
"2024-11-23 04:40","11.8","93.7","415","-0.3","快","0.3","0","964","0"
"2024-11-23 04:41","11.7","95.9","415","-0.2","快","0.5","0","964","0"
"2024-11-23 04:42","11.8","95.9","415","-0.5","快","0.7","0","964","0"
"2024-11-23 04:43","12","93.4","415","-0.4","快","0.7","0","964","0"
"2024-11-23 04:44","12","91.4","416","-0.7","快","0.6","0","964","0"
"2024-11-23 04:45","12.1","91.4","415","-0.5","快","0.7","0","964","0"
"2024-11-23 04:46","12.1","91.9","414","-0.4","快","0.5","0","964","0"
"2024-11-23 04:47","11.9","93.5","415","-0.5","快","0.3","0","964","0"
"2024-11-23 04:48","11.9","94.3","416","-0.6","快","0.3","0","964","0"
"2024-11-23 04:49","12","92.3","416","-0.6","快","0.3","0","964","0"
"2024-11-23 04:50","11.7","96.1","416","-0.7","快","0.3","0","964","0"
"2024-11-23 04:51","11.8","94.7","416","-0.7","快","0.3","0","964","0"
"2024-11-23 04:52","11.9","94.2","416","-0.8","快","0.3","0","964","0"
"2024-11-23 04:53","11.7","94.7","414","-0.6","快","0.3","0","964","0"
"2024-11-23 04:54","11.8","93.7","414","-1.1","快","0.3","0","964","0"
"2024-11-23 04:55","11.7","95.5","417","-0.9","快","0","0","964","0"
"2024-11-23 04:56","11.8","94.1","415","-0.9","快","0.2","0","964","0"
"2024-11-23 04:57","11.8","95.7","415","-0.9","快","0.3","0","964","0"
"2024-11-23 04:58","11.6","96.1","418","-0.8","快","0.3","0","964","0"
"2024-11-23 04:59","11.9","95.5","418","-0.8","快","0.3","0","964","0"
"2024-11-23 05:00","12","91.9","414","-0.8","快","1.1","0","964","0"
"2024-11-23 05:01","11.8","95.2","416","-1","快","0.9","0","964","0"
"2024-11-23 05:02","11.9","93.4","414","-0.9","快","1.2","0","964","0"
"2024-11-23 05:03","12","92.7","415","-0.8","快","1.2","0","964","0"
"2024-11-23 05:04","12.1","91.4","416","-0.8","快","0.9","0","964","0"
"2024-11-23 05:05","11.7","96.1","416","-0.9","快","1.5","0","964","0"
"2024-11-23 05:06","11.9","93.4","414","-0.8","快","1.1","0","964","0"
"2024-11-23 05:07","11.8","91.8","414","-0.6","快","1.1","0","964","0"
"2024-11-23 05:08","11.9","92.9","415","-0.7","快","1.1","0","964","0"
"2024-11-23 05:09","11.8","93.4","415","-0.7","快","1.5","0","964","0"
"2024-11-23 05:10","11.8","96.1","415","-0.9","快","1.1","0","964","0"
"2024-11-23 05:11","12","89.2","415","-0.7","快","1.5","0","964","0"
"2024-11-23 05:12","12","92.8","416","-0.9","快","1.3","0","964","0"
"2024-11-23 05:13","11.9","93.4","416","-0.8","快","1.1","0","964","0"
"2024-11-23 05:14","11.8","96.6","416","-0.6","快","0.9","0","964","0"
"2024-11-23 05:15","11.9","94.4","416","-1","快","0.7","0","964","0"
"2024-11-23 05:16","12","92.3","417","-0.9","快","1","0","964","0"
"2024-11-23 05:17","11.9","92.5","416","-0.6","快","0.7","0","964","0"
"2024-11-23 05:18","11.8","94.5","416","-0.9","快","1.1","0","964","0"
"2024-11-23 05:19","11.8","92.9","417","-1.1","快","1.1","0","964","0"
"2024-11-23 05:20","12","94.4","417","-1","快","1.1","0","964","0"
"2024-11-23 05:21","11.8","96","414","-0.9","快","1.2","0","964","0"
"2024-11-23 05:22","12.1","93","414","-0.9","快","1","0","964","0"
"2024-11-23 05:23","11.8","96.6","414","-0.6","快","1.1","0","964","0"
"2024-11-23 05:24","12.1","91.4","414","-0.9","快","0.7","0","964","0"
"2024-11-23 05:25","12.1","91.4","416","-1","快","1","0","964","0"
"2024-11-23 05:26","12","95.1","416","-0.9","快","0.9","0","964","0"
"2024-11-23 05:27","11.9","97.2","416","-0.8","快","0.7","0","964","0"
"2024-11-23 05:28","11.8","96.7","416","-0.5","快","0.7","0","964","0"
"2024-11-23 05:29","12","95.7","416","-0.9","快","0.3","0","964","0"
"2024-11-23 05:30","12","94.8","416","-0.9","快","0.3","0","964","0"
"2024-11-23 05:31","11.8","95.5","416","-0.7","快","0.3","0","964","0"
"2024-11-23 05:32","11.9","93.2","416","-0.8","快","0.4","0","964","0"
"2024-11-23 05:33","11.9","92.3","414","-0.8","快","0.7","0","964","0"
"2024-11-23 05:34","11.9","94.3","416","-0.8","快","0.7","0","964","0"
"2024-11-23 05:35","12","94.7","416","-1","快","1.1","0","964","0"
"2024-11-23 05:36","12","94.7","414","-0.8","快","1","0","964","0"
"2024-11-23 05:37","12","93.6","416","-1","快","1.1","0","964","0"
"2024-11-23 05:38","12.3","91.7","416","-1.1","快","1.1","0","964","0"
"2024-11-23 05:39","12","93.9","417","-0.7","快","1","0","964","0"
"2024-11-23 05:40","12","93.2","414","-0.5","快","0.9","0","964","0"
"2024-11-23 05:41","12","94","415","-0.9","快","0.7","0","964","0"
"2024-11-23 05:42","12.1","91.1","416","-0.7","快","1.1","0","964","0"
"2024-11-23 05:43","11.9","95","416","-0.5","快","1","0","964","0"
"2024-11-23 05:44","12.1","90.9","416","-0.7","快","1","0","964","0"
"2024-11-23 05:45","12.1","93.4","413","-0.6","快","0.7","0","964","0"
"2024-11-23 05:46","12.1","94.8","415","-0.8","快","0.7","0","964","0"
"2024-11-23 05:47","12.2","97.6","414","-0.8","快","0.5","0","964","0"
"2024-11-23 05:48","12.2","96.2","414","-0.7","快","0.7","0","964","0"
"2024-11-23 05:49","12.2","95","415","-0.9","快","0.7","0","964","0"
"2024-11-23 05:50","12.2","97.8","416","-0.7","快","0.7","0","964","0"
"2024-11-23 05:51","12.2","96.8","416","-0.7","快","0.7","0","964","0"
"2024-11-23 05:52","12.6","92.2","417","-0.6","快","0.5","0","964","0"
"2024-11-23 05:53","12.8","92.8","417","-1","快","0.7","0","964","0"
"2024-11-23 05:54","12.8","92.1","418","-1.1","快","1.1","0","964","0"
"2024-11-23 05:55","12.9","93.1","418","-0.9","快","0.7","0","964","0"
"2024-11-23 05:56","12.9","92.7","418","-0.6","快","0.5","0","964","0"
"2024-11-23 05:57","12.9","94.1","418","-0.6","快","0.6","0","964","0"
"2024-11-23 05:58","13.1","93.4","418","-0.8","快","0.5","0","964","0"
"2024-11-23 05:59","13.1","93.4","418","-0.6","快","0.3","0","964","0"
"2024-11-23 06:00","13.1","92.3","416","-0.6","快","0.6","0","964","0"
"2024-11-23 06:01","13.3","92.5","416","-0.5","快","0.7","0","964","0"
"2024-11-23 06:02","13.4","92.4","417","-0.7","快","0.7","0","964","0"
"2024-11-23 06:03","13.5","90.9","417","-0.8","快","1.1","0","964","0"
"2024-11-23 06:04","13.7","90.8","418","-0.8","快","1","0","964","0"
"2024-11-23 06:05","13.7","90.8","416","-1.1","快","1.1","0","964","0"
"2024-11-23 06:06","13.7","92.1","415","-0.8","快","1.1","0","964","0"
"2024-11-23 06:07","13.8","89.8","416","-0.8","快","1.1","0","964","0"
"2024-11-23 06:08","13.8","91.3","416","-1","快","1.1","0","964","0"
"2024-11-23 06:09","13.8","90.5","415","-1","快","1.1","0","964","0"
"2024-11-23 06:10","13.8","90.2","414","-0.9","快","1.1","0","964","0"
"2024-11-23 06:11","13.5","94.1","414","-0.8","快","1.1","0","964","0"
"2024-11-23 06:12","13.7","92.3","414","-0.9","快","1.5","0","964","0"
"2024-11-23 06:13","13.8","89","415","-0.7","快","1.1","0","964","0"
"2024-11-23 06:14","13.7","91.3","417","-0.8","快","1.5","0","964","0"
"2024-11-23 06:15","13.9","90.4","416","-0.7","快","1.3","0","964","0"
"2024-11-23 06:16","13.8","93.3","417","-0.9","快","1.1","0","964","0"
"2024-11-23 06:17","13.8","91.7","416","-0.7","快","1.1","0","964","0"
"2024-11-23 06:18","13.9","92.2","416","-0.9","快","1.1","0","964","0"
"2024-11-23 06:19","13.5","92.9","416","-0.6","快","0.7","0","964","0"
"2024-11-23 06:20","13.5","94.6","418","-0.5","快","0.9","0","964","0"
"2024-11-23 06:21","13.6","95.2","416","-0.7","快","1.1","0","964","0"
"2024-11-23 06:22","14","88.8","417","-0.4","快","1.1","0","964","0"
"2024-11-23 06:23","13.7","94.9","416","-0.6","快","1.1","0","964","0"
"2024-11-23 06:24","13.9","94.7","417","-0.6","快","1.1","0","964","0"
"2024-11-23 06:25","13.7","94.7","417","-0.7","快","1.3","0","964","0"
"2024-11-23 06:26","13.8","95.8","420","-0.4","快","1.5","0","964","0"
"2024-11-23 06:27","13.8","94.1","419","-0.6","快","1.3","0","964","0"
"2024-11-23 06:28","13.7","95.1","418","-0.3","快","1.1","0","964","0"
"2024-11-23 06:29","13.7","96.9","418","-0.7","快","1.1","0","964","0"
"2024-11-23 06:30","13.8","93.3","418","-0.5","快","1","0","964","0"
"2024-11-23 06:31","13.8","91.7","418","-0.3","快","0.7","0","964","0"
"2024-11-23 06:32","13.8","92.3","418","-0.4","快","0.7","0","964","0"
"2024-11-23 06:33","13.8","92.6","417","-0.4","快","0.7","0","964","0"
"2024-11-23 06:34","13.9","90.3","420","-0.4","快","1.1","0","964","0"
"2024-11-23 06:35","13.8","92.1","420","-0.6","快","1.1","0","964","0"
"2024-11-23 06:36","13.7","91.3","419","-0.3","快","1.1","0","964","0"
"2024-11-23 06:37","13.7","92.5","418","-0.6","快","1.1","0","964","0"
"2024-11-23 06:38","13.4","93.8","418","-0.3","快","1.1","0","964","0"
"2024-11-23 06:39","13.6","93.4","418","-0.5","快","0.7","0","964","0"
"2024-11-23 06:40","13.5","95.7","418","-0.5","快","0.7","0","964","0"
"2024-11-23 06:41","13.8","92","418","-0.8","快","1.1","0","964","0"
"2024-11-23 06:42","13.6","91.7","418","-0.4","快","0.7","0","964","0"
"2024-11-23 06:43","13.6","92.9","417","-0.7","快","0.5","0","964","0"
"2024-11-23 06:44","13.7","93.4","416","-0.6","快","0.7","0","964","0"
"2024-11-23 06:45","13.6","94.5","416","-0.5","快","0.8","0","964","0"
"2024-11-23 06:46","13.5","93.9","416","-0.3","快","0.7","0","964","0"
"2024-11-23 06:47","13.4","96.1","414","-0.4","快","0.7","0","964","0"
"2024-11-23 06:48","13.6","93.8","417","-0.6","快","0.7","0","964","0"
"2024-11-23 06:49","13.5","92.9","418","-0.6","快","1.1","0","964","0"
"2024-11-23 06:50","13.4","94","418","-0.6","快","1.1","0","964","0"
"2024-11-23 06:51","13.8","90.5","419","-0.4","快","0.7","0","964","0"
"2024-11-23 06:52","13.6","91.6","418","-0.6","快","0.5","0","964","0"
"2024-11-23 06:53","13.5","94.9","418","-0.8","快","0.7","0","964","0"
"2024-11-23 06:54","13.6","92.1","418","-0.5","快","1.1","0","964","0"
"2024-11-23 06:55","13.5","96.8","417","-0.3","快","0.7","0","964","0"
"2024-11-23 06:56","13.5","94.7","417","-0.6","快","1.2","0","964","0"
"2024-11-23 06:57","13.4","96.3","417","-0.6","快","0.8","0","964","0"
"2024-11-23 06:58","13.7","90.7","418","-0.7","快","1.1","0","964","0"
"2024-11-23 06:59","13.3","93.9","416","-0.4","快","1.1","0","964","0"
"2024-11-23 07:00","13.5","93.3","420","-0.7","快","1.3","0","964","0"
"2024-11-23 07:01","13.5","93.3","418","-0.4","快","1.1","0","964","0"
"2024-11-23 07:02","13.5","92.8","418","-0.7","快","1.3","0","964","0"
"2024-11-23 07:03","13.5","91.4","418","-0.6","快","1.5","0","964","0"
"2024-11-23 07:04","13.4","91.7","416","-0.4","快","1.5","0","964","0"
"2024-11-23 07:05","13.4","93.3","417","-0.5","快","1.5","0","964","0"
"2024-11-23 07:06","13.3","93.6","418","-0.6","快","1.5","0","964","0"
"2024-11-23 07:07","13.5","91.9","417","-0.5","快","1.5","0","964","0"
"2024-11-23 07:08","13.4","93.3","419","-0.6","快","1.5","0","964","0"
"2024-11-23 07:09","13.4","92.3","418","-0.4","快","1.1","0","964","0"
"2024-11-23 07:10","13.1","95.5","419","-0.7","快","1.1","0","964","0"
"2024-11-23 07:11","13.2","93.9","420","-0.5","快","1","0","964","0"
"2024-11-23 07:12","13.2","96","418","-0.4","快","1.1","0","964","0"
"2024-11-23 07:13","13.2","95.1","420","-0.4","快","1.1","0","964","0"
"2024-11-23 07:14","13.3","93.8","420","-0.1","快","1.1","0","964","0"
"2024-11-23 07:15","13.1","95","421","-0.6","快","1.1","0","964","0"
"2024-11-23 07:16","13.2","92.4","418","-0.6","快","0.7","0","964","0"
"2024-11-23 07:17","13.2","94.3","419","-0.3","快","1.1","0","964","0"
"2024-11-23 07:18","13.2","93.8","419","-0.5","快","0.7","0","0","0"
"2024-11-23 07:19","13","96.6","420","-0.5","快","0.7","2","0","0"
"2024-11-23 07:20","13.2","95.3","420","-0.3","快","0.8","2","0","0"
"2024-11-23 07:21","13.4","93","420","-0.4","快","1.1","2","0","0"
"2024-11-23 07:22","13.2","94.4","421","-0.5","快","1.1","2","0","0"
"2024-11-23 07:23","13.4","93.5","421","-0.4","快","1.3","2","0","0"
"2024-11-23 07:24","13.5","91.2","421","-0.1","快","1.1","5","0","0"
"2024-11-23 07:25","13.5","89.7","421","-0.3","快","1.1","5","0","0"
"2024-11-23 07:26","13.2","94","420","-0.3","快","1.1","5","0","0"
"2024-11-23 07:27","13.1","93.3","421","-0.5","快","1.1","5","0","0"
"2024-11-23 07:28","13.2","93.5","420","-0.5","快","0.8","8","0","0"
"2024-11-23 07:29","13.2","92.6","420","-0.2","快","1.5","8","0","0"
"2024-11-23 07:30","13.2","90.7","421","-0.4","快","1.1","8","0","0"
"2024-11-23 07:31","13","96","420","-0.4","快","1.1","11","0","0"
"2024-11-23 07:32","13.2","93.3","420","-0.6","快","1.3","11","0","0"
"2024-11-23 07:33","13.1","94.6","420","-0.4","快","0.8","14","0","0"
"2024-11-23 07:34","13.2","95.4","422","-0.3","快","1.5","14","0","0"
"2024-11-23 07:35","13","97.5","421","-0.5","快","1.2","17","0","0"
"2024-11-23 07:36","13.1","94.6","421","-0.3","快","0.9","17","0","0"
"2024-11-23 07:37","13.2","94","420","-0.4","快","1.2","17","0","0"
"2024-11-23 07:38","13.1","93.7","420","-0.4","快","1.5","17","0","0"
"2024-11-23 07:39","13.2","94.4","419","-0.3","快","1.1","18","1","0"
"2024-11-23 07:40","13.2","93","419","-0.5","快","1.1","20","1","0"
"2024-11-23 07:41","13.1","93.1","421","-0.2","快","1.1","20","1","0"
"2024-11-23 07:42","13.1","93.7","418","-0.5","快","1.1","20","1","0"
"2024-11-23 07:43","13.1","94.7","422","-0.2","快","1.5","20","1","0"
"2024-11-23 07:44","13.2","93.8","421","-0.3","快","1.5","20","1","0"
"2024-11-23 07:45","13.3","90.6","421","-0.6","快","1.2","20","1","0"
"2024-11-23 07:46","13.2","95.4","422","-0.2","快","1.3","20","1","0"
"2024-11-23 07:47","13.1","96.2","421","-0.3","快","1.2","23","2","0"
"2024-11-23 07:48","13.3","92.3","419","-0.4","快","1.5","23","2","0"
"2024-11-23 07:49","13.1","94.7","420","-0.4","快","1.5","23","2","0"
"2024-11-23 07:50","13.1","95.2","420","-0.5","快","1.2","25","2","0"
"2024-11-23 07:51","13.1","91.6","420","-0.2","快","1.1","26","2","0"
"2024-11-23 07:52","13.3","89.4","420","-0.2","快","1.1","26","2","0"
"2024-11-23 07:53","13.2","91.4","420","-0.3","快","1.1","26","2","0"
"2024-11-23 07:54","13.3","92.1","421","-0.5","快","1.4","26","3","0"
"2024-11-23 07:55","13","95.4","421","0","快","1.3","29","3","0"
"2024-11-23 07:56","13","95.2","419","-0.6","快","1.5","29","3","0"
"2024-11-23 07:57","13","93.6","424","-0.4","快","1.5","29","3","0"
"2024-11-23 07:58","13.1","91.8","419","-0.6","快","1.5","30","3","0"
"2024-11-23 07:59","13","95.9","419","-0.4","快","1.6","32","3","0"
"2024-11-23 08:00","13","94.4","420","-0.1","快","1.5","32","4","0"
"2024-11-23 08:01","13","93.7","423","-0.3","快","1.1","35","4","0"
"2024-11-23 08:02","13","96.3","421","-0.3","快","1.1","35","4","0"
"2024-11-23 08:03","13","96.5","420","-0.2","快","1.2","35","4","0"
"2024-11-23 08:04","13.1","92.8","419","0","快","1.1","38","5","0"
"2024-11-23 08:05","13","94.3","419","0","快","1.3","38","5","0"
"2024-11-23 08:06","13.1","93.4","421","-0.2","快","1.1","40","5","0"
"2024-11-23 08:07","12.9","96.2","420","0.1","快","1.1","40","5","0"
"2024-11-23 08:08","13.1","92.5","419","0","快","1.1","41","5","0"
"2024-11-23 08:09","12.8","94.6","420","0","快","1.2","43","6","0"
"2024-11-23 08:10","13","94.7","420","0.2","快","0.7","46","6","0"
"2024-11-23 08:11","13","94.3","420","-0.1","快","0.7","46","6","0"
"2024-11-23 08:12","13.1","92.5","419","0.3","快","1.1","49","7","0"
"2024-11-23 08:13","13.2","91.2","419","0","快","0.7","52","7","0"
"2024-11-23 08:14","13.1","93.3","419","0.1","快","0.7","55","7","0"
"2024-11-23 08:15","13.1","93.5","419","0.3","快","0.7","55","8","0"
"2024-11-23 08:16","13","93.3","418","0.2","快","0.5","58","8","0"
"2024-11-23 08:17","12.9","95.3","418","0.4","快","1","61","8","0"
"2024-11-23 08:18","13","95.7","418","0.3","快","0.7","64","9","0"
"2024-11-23 08:19","13","94.5","417","0.4","快","1.1","67","9","0"
"2024-11-23 08:20","13","92.3","417","0.4","快","1.1","67","9","0"
"2024-11-23 08:21","12.9","95.1","417","0.2","快","1.4","70","10","0"
"2024-11-23 08:22","13","96.3","417","0.4","快","1.5","70","10","0"
"2024-11-23 08:23","13","96.4","416","0.4","快","1.1","72","11","0"
"2024-11-23 08:24","13.1","95.1","416","0.4","快","1.3","73","11","0"
"2024-11-23 08:25","12.9","97.4","414","0.7","快","1.1","73","12","0"
"2024-11-23 08:26","12.9","97.6","412","0.3","快","1.1","76","12","0"
"2024-11-23 08:27","13","96.2","409","0.2","快","1.1","76","12","0"
"2024-11-23 08:28","13.2","91.8","409","0.6","快","1.1","78","13","0"
"2024-11-23 08:29","13.3","91.8","409","0.5","快","1.4","81","13","0"
"2024-11-23 08:30","13.1","93.8","409","0.5","快","1.5","84","14","0"
"2024-11-23 08:31","13.3","93.1","407","0.6","快","1.3","81","14","0"
"2024-11-23 08:32","13.3","91.8","406","0.3","快","1.3","81","15","0"
"2024-11-23 08:33","13.2","93.6","406","0.6","快","1.5","84","15","0"
"2024-11-23 08:34","13.2","93.9","406","0.5","快","1.8","84","16","0"
"2024-11-23 08:35","13.2","94","403","0.3","快","1.1","87","16","0"
"2024-11-23 08:36","13","93.2","403","0.6","快","1.5","99","17","0"
"2024-11-23 08:37","12.9","91","404","0.3","快","1.2","96","18","0"
"2024-11-23 08:38","12.6","92.2","404","0.6","快","1.2","99","18","0"
"2024-11-23 08:39","12.5","92.4","401","0.7","快","1.1","99","19","0"
"2024-11-23 08:40","12.7","89.4","402","0.7","快","0.7","102","19","0"
"2024-11-23 08:41","12.3","96.2","399","0.9","快","0.7","101","20","0"
"2024-11-23 08:42","12.6","89.8","399","1","快","1.1","116","21","0"
"2024-11-23 08:43","12.5","91.5","399","0.8","快","0.9","172","22","0"
"2024-11-23 08:44","12.7","90.4","397","0.9","快","1.2","201","23","0"
"2024-11-23 08:45","12.7","92.6","396","1","快","1.1","202","24","0"
"2024-11-23 08:46","12.8","89.5","396","1","快","1.1","160","25","0"
"2024-11-23 08:47","12.9","90.1","394","1.3","快","1.1","167","26","0"
"2024-11-23 08:48","12.9","92","391","1.2","快","1.1","217","27","0"
"2024-11-23 08:49","13.2","89.7","391","1.2","快","0.7","130","28","0"
"2024-11-23 08:50","13.2","89.1","390","1.4","快","1.1","119","29","0"
"2024-11-23 08:51","13.2","92","388","1.1","快","1.1","118","29","0"
"2024-11-23 08:52","13.4","89.8","384","1.6","快","1.1","200","31","0"
"2024-11-23 08:53","13.7","86.3","384","1.2","快","1.1","215","32","0"
"2024-11-23 08:54","13.5","89.6","381","1.7","快","1.1","239","33","0"
"2024-11-23 08:55","13.7","90.4","383","1.8","快","1.1","201","34","0"
"2024-11-23 08:56","13.8","90","382","2","快","1.1","208","36","0"
"2024-11-23 08:57","14.2","88.2","378","2","快","1.1","175","37","0"
"2024-11-23 08:58","14","91.6","378","1.7","快","1.1","129","38","0"
"2024-11-23 08:59","14.2","89.7","377","2","快","1.5","125","38","0"
"2024-11-23 09:00","14.2","91.5","374","1.6","快","1.1","129","39","0"
"2024-11-23 09:01","14.4","89.8","374","1.7","快","1.1","177","40","0"
"2024-11-23 09:02","14.7","87.2","373","1.4","快","1.1","225","41","0"
"2024-11-23 09:03","14.5","89.7","371","1.9","快","0.7","246","43","0"
"2024-11-23 09:04","14.4","92.4","371","2.2","快","0.7","225","44","0"
"2024-11-23 09:05","14.6","90.6","370","2.3","快","0.7","219","46","0"
"2024-11-23 09:06","14.8","89","368","2.3","快","0.7","238","47","0"
"2024-11-23 09:07","14.9","88.4","367","2.5","快","0.7","225","48","0"
"2024-11-23 09:08","14.9","91","364","2.4","快","0.7","229","50","0"
"2024-11-23 09:09","15.1","89.1","364","2.5","快","0.3","191","51","0"
"2024-11-23 09:10","15.1","90.2","361","2.5","快","0.3","252","52","0"
"2024-11-23 09:11","15.3","89.4","361","3","快","0.2","266","54","0"
"2024-11-23 09:12","15.5","88.1","360","3.3","快","0.3","248","55","0"
"2024-11-23 09:13","15.4","90","359","3.1","快","0.3","236","57","0"
"2024-11-23 09:14","15.7","87.2","357","2.9","快","0.3","211","58","0"
"2024-11-23 09:15","15.5","90.4","355","3.7","快","0.2","217","59","0"
"2024-11-23 09:16","15.8","90.5","352","3.4","快","0","201","61","0"
"2024-11-23 09:17","15.7","90.8","354","3.5","快","0.3","132","62","0"
"2024-11-23 09:18","16","89.7","354","3.4","快","0.3","176","63","0"
"2024-11-23 09:19","16","89","351","3.6","快","0.2","232","64","0"
"2024-11-23 09:20","16","89.1","351","3.9","快","0","238","65","0"
"2024-11-23 09:21","16","90.9","348","4.1","快","0","270","67","0"
"2024-11-23 09:22","16.2","88.4","347","4.4","快","0","271","69","0"
"2024-11-23 09:23","16.2","92.2","347","4.8","快","0","203","70","0"
"2024-11-23 09:24","16.4","89.3","346","5","快","0","147","71","0"
"2024-11-23 09:25","16.2","91.8","345","4.8","快","0","120","72","0"
"2024-11-23 09:26","16.5","88.8","344","4.5","快","0","139","73","0"
"2024-11-23 09:27","16.4","90.8","343","4.4","快","0","131","73","0"
"2024-11-23 09:28","16.3","91.4","343","4.7","快","0","145","74","0"
"2024-11-23 09:29","16.5","88.7","343","4.7","快","0","142","75","0"
"2024-11-23 09:30","16.4","90.5","342","5","快","0","134","76","0"
"2024-11-23 09:31","16.4","92.5","342","5.1","快","0","130","77","0"
"2024-11-23 09:32","16.2","94.3","342","5","快","0","133","77","0"
"2024-11-23 09:33","16.3","91.6","340","5.1","快","0","141","78","0"
"2024-11-23 09:34","16.3","92.1","339","4.6","快","0.2","136","79","0"
"2024-11-23 09:35","16.4","92.7","340","4.8","快","0","158","80","0"
"2024-11-23 09:36","16.4","91.1","339","4.7","快","0","246","81","0"
"2024-11-23 09:37","16.3","91.5","338","4.5","快","0","248","83","0"
"2024-11-23 09:38","16.5","91.5","336","4.4","快","0","272","84","0"
"2024-11-23 09:39","16.4","92.1","333","4.6","快","0","325","86","0"
"2024-11-23 09:40","16.6","91","330","4.8","快","0","353","88","0"
"2024-11-23 09:41","16.9","87.9","328","5","快","0","341","90","0"
"2024-11-23 09:42","16.9","89.5","328","4.9","快","0.3","295","92","0"
"2024-11-23 09:43","17.2","89.3","327","4.5","快","0.3","247","94","0"
"2024-11-23 09:44","17.3","89.6","326","4.4","快","0.3","221","95","0"
"2024-11-23 09:45","17.3","89.3","323","4.3","快","0.3","261","97","0"
"2024-11-23 09:46","17.5","89.4","323","4","快","0.1","278","98","0"
"2024-11-23 09:47","17.6","89.5","322","4.1","快","0","287","100","0"
"2024-11-23 09:48","17.7","88.7","320","4.4","快","0","282","102","0"
"2024-11-23 09:49","17.6","91","318","4.5","快","0.6","243","103","0"
"2024-11-23 09:50","17.8","91.2","318","4.5","谅","0","234","104","0"
"2024-11-23 09:51","17.8","90.6","319","4.6","谅","0.6","299","106","0"
"2024-11-23 09:52","18","89.7","316","4.6","谅","0.5","268","108","0"
"2024-11-23 09:53","17.9","91.3","315","4.7","谅","0.7","256","109","0"
"2024-11-23 09:54","18","91.9","315","4.6","谅","0.3","232","111","0"
"2024-11-23 09:55","18.2","90.2","315","4.4","谅","0.3","288","112","0"
"2024-11-23 09:56","18.4","87.9","312","4.5","谅","0.3","251","114","0"
"2024-11-23 09:57","18.2","90.4","313","4.7","谅","0.2","214","115","0"
"2024-11-23 09:58","18.3","90.4","312","4.7","谅","0.3","207","116","0"
"2024-11-23 09:59","18.3","89.5","312","4.5","谅","0.3","237","118","0"
"2024-11-23 10:00","18.4","89.3","310","4.5","谅","0","210","119","0"
"2024-11-23 10:01","18.5","88.9","309","4.7","谅","0","188","120","0"
"2024-11-23 10:02","18.3","90.5","309","4.8","谅","0.3","210","122","0"
"2024-11-23 10:03","18.4","92.1","307","4.8","谅","0","164","123","0"
"2024-11-23 10:04","18.4","91.4","307","5","谅","0","164","124","0"
"2024-11-23 10:05","18.3","91.2","308","5.3","谅","0","152","124","0"
