구역이름,날짜,내온평균,내부습도,배지온도,CO2,외부온도,풍향,풍속,광량,누적일사,강우신호,
1 구역,="2024-11-17 01:29:09",15.45,99.9,15.4,1801,15.62,210,0.5,0,981,0,
1 구역,="2024-11-17 01:30:11",15.85,98.6,15.8,1800,15.58,201,1,0,981,0,
1 구역,="2024-11-17 01:31:13",15.8,99.4,15.9,1799,15.58,201,0.5,0,981,0,
1 구역,="2024-11-17 01:32:14",15.8,99.6,15.8,1800,15.58,202,1,0,981,0,
1 구역,="2024-11-17 01:33:16",15.6,99.9,15.6,1801,15.5,202,0.5,0,981,0,
1 구역,="2024-11-17 01:34:17",15.95,98.8,15.9,1800,15.52,201,0.5,0,981,0,
1 구역,="2024-11-17 01:35:19",15.65,99.9,15.6,1799,15.48,201,0.5,0,981,0,
1 구역,="2024-11-17 01:36:21",15.85,99.8,15.8,1800,15.48,202,0,0,981,0,
1 구역,="2024-11-17 01:37:22",15.6,99.9,15.6,1800,15.48,201,0.5,0,981,0,
1 구역,="2024-11-17 01:38:24",15.5,99.9,15.3,1800,15.46,202,0.5,0,981,0,
1 구역,="2024-11-17 01:39:25",15.9,98.6,15.9,1799,15.38,201,1,0,981,0,
1 구역,="2024-11-17 01:40:27",15.45,99.9,15.5,1800,15.36,201,0.5,0,981,0,
1 구역,="2024-11-17 01:41:29",15.8,98,15.8,1800,15.36,201,0.5,0,981,0,
1 구역,="2024-11-17 01:42:30",15.65,98.8,15.8,1801,15.34,202,0.5,0,981,0,
1 구역,="2024-11-17 01:43:32",15.7,98.4,15.7,1799,15.38,201,1,0,981,0,
1 구역,="2024-11-17 01:44:33",15.3,99.9,15.3,1800,15.44,201,0.5,0,981,0,
1 구역,="2024-11-17 01:45:35",15.75,97.6,15.7,1800,15.38,202,0.5,0,981,0,
1 구역,="2024-11-17 01:46:37",15.4,99.9,15.4,1800,15.4,202,0.5,0,981,0,
1 구역,="2024-11-17 01:47:39",15.3,98.8,15.3,1800,15.34,202,0,0,981,0,
1 구역,="2024-11-17 01:48:41",15.05,99.9,15,1801,15.2,202,0.5,0,981,0,
1 구역,="2024-11-17 01:49:42",15.4,99.9,15.4,1800,15.14,201,0,0,981,0,
1 구역,="2024-11-17 01:50:44",15.35,98.3,15.3,1800,15.16,203,0.5,0,981,0,
1 구역,="2024-11-17 01:51:46",15.3,99.1,15.3,1801,15.16,202,0.5,0,981,0,
1 구역,="2024-11-17 01:52:48",15.3,99.9,15.2,1800,15.06,201,0.5,0,981,0,
1 구역,="2024-11-17 01:53:49",15.55,98.1,15.5,1800,15.06,201,1,0,981,0,
1 구역,="2024-11-17 01:54:51",15.5,97.4,15.5,1801,14.94,201,0.5,0,981,0,
1 구역,="2024-11-17 01:55:53",15.6,98.4,15.6,1801,14.86,219,1,0,981,0,
1 구역,="2024-11-17 01:56:55",15.65,97.8,15.6,1801,14.8,231,1,0,981,0,
1 구역,="2024-11-17 01:57:57",15.45,99.9,15.4,1800,14.78,231,1,0,981,0,
1 구역,="2024-11-17 01:58:58",15.4,99.5,15.3,1800,14.84,232,1,0,981,0,
1 구역,="2024-11-17 02:00:00",15.6,97.4,15.6,1800,14.84,221,0.5,0,981,0,
1 구역,="2024-11-17 02:01:01",15.4,97,15.4,1800,14.92,220,0.5,0,981,0,
1 구역,="2024-11-17 02:02:03",15.4,96.5,15.4,1800,14.84,221,0.5,0,981,0,
1 구역,="2024-11-17 02:03:05",15.3,99,15.3,1800,14.96,221,0.5,0,981,0,
1 구역,="2024-11-17 02:04:07",15.3,97.3,15.3,1800,14.86,220,0.5,0,981,0,
1 구역,="2024-11-17 02:05:08",15.4,97.4,15.4,1801,14.82,221,0.5,0,981,0,
1 구역,="2024-11-17 02:06:10",15.15,99.9,15.1,1799,14.7,221,0.5,0,981,0,
1 구역,="2024-11-17 02:07:11",15.3,97.8,15.3,1801,14.7,222,0,0,981,0,
1 구역,="2024-11-17 02:08:13",15.25,98.3,15.2,1801,14.66,221,0,0,981,0,
1 구역,="2024-11-17 02:09:15",15.15,99.2,15.1,1801,14.72,222,0,0,981,0,
1 구역,="2024-11-17 02:10:16",14.85,99.9,14.8,1800,14.76,221,0,0,981,0,
1 구역,="2024-11-17 02:11:18",15.15,99.9,15.1,1801,14.76,221,0,0,981,0,
1 구역,="2024-11-17 02:12:20",15.1,98,15.1,1801,14.72,221,0,0,981,0,
1 구역,="2024-11-17 02:13:21",15.05,98.6,15,1800,14.64,220,0.5,0,981,0,
1 구역,="2024-11-17 02:14:23",15.2,99.6,15.2,1800,14.72,220,0,0,981,0,
1 구역,="2024-11-17 02:15:24",14.85,99.8,14.8,1800,14.82,220,0,0,981,0,
1 구역,="2024-11-17 02:16:26",15.05,98.6,15,1799,14.72,221,0,0,981,0,
1 구역,="2024-11-17 02:17:28",14.95,99.5,14.9,1800,14.84,220,0,0,981,0,
1 구역,="2024-11-17 02:18:29",14.7,99.9,14.7,1800,14.82,221,0,0,981,0,
1 구역,="2024-11-17 02:19:31",15.1,98.3,15.1,1801,14.74,221,0,0,981,0,
1 구역,="2024-11-17 02:20:32",14.65,99.9,14.6,1801,14.66,222,0,0,981,0,
1 구역,="2024-11-17 02:21:34",14.85,99.9,14.8,1800,14.7,221,0,0,981,0,
1 구역,="2024-11-17 02:22:36",15,99.1,14.9,1801,14.58,221,0,0,981,0,
1 구역,="2024-11-17 02:23:37",15.15,98.1,15.1,1800,14.6,221,0.5,0,981,0,
1 구역,="2024-11-17 02:24:39",14.6,99.9,14.6,1801,14.62,222,0,0,981,0,
1 구역,="2024-11-17 02:25:40",14.7,99.8,14.7,1801,14.62,222,0.5,0,981,0,
1 구역,="2024-11-17 02:26:42",14.95,98.9,14.9,1800,14.56,220,0.5,0,981,0,
1 구역,="2024-11-17 02:27:43",15.1,99.1,15.1,1800,14.68,221,0,0,981,0,
1 구역,="2024-11-17 02:28:45",14.9,99.9,15,1800,14.64,222,0.5,0,981,0,
1 구역,="2024-11-17 02:29:47",14.85,99.9,14.8,1801,14.62,222,0.5,0,981,0,
1 구역,="2024-11-17 02:30:48",14.95,99.6,15,1800,14.58,221,0.5,0,981,0,
1 구역,="2024-11-17 02:31:50",15,99.9,15,1798,14.42,221,1,0,981,0,
1 구역,="2024-11-17 02:32:52",15.1,98.8,14.9,1800,14.32,222,0.5,0,981,0,
1 구역,="2024-11-17 02:33:54",15.15,99.9,15.1,1800,14.24,221,0.5,0,981,0,
1 구역,="2024-11-17 02:34:55",14.75,98.4,14.7,1802,14.18,220,1,0,981,0,
1 구역,="2024-11-17 02:35:57",14.75,99.9,14.7,1801,14.2,221,1,0,981,0,
1 구역,="2024-11-17 02:36:59",15.25,96.3,15.1,1801,14.36,222,0.5,0,981,0,
1 구역,="2024-11-17 02:38:00",14.85,99.9,14.8,1801,14.38,222,1,0,981,0,
1 구역,="2024-11-17 02:39:02",14.7,99.9,14.8,1801,14.38,221,0,0,981,0,
1 구역,="2024-11-17 02:40:04",14.95,98.6,14.9,1801,14.28,257,0,0,981,0,
1 구역,="2024-11-17 02:41:05",15.15,98.3,15.2,1800,14.18,257,0.5,0,981,0,
1 구역,="2024-11-17 02:42:07",15,98.1,15,1800,14.14,257,0,0,981,0,
1 구역,="2024-11-17 02:43:09",14.95,96.9,14.9,1800,14.08,257,0,0,981,0,
1 구역,="2024-11-17 02:44:11",15.05,98.2,15,1801,14.06,257,0,0,981,0,
1 구역,="2024-11-17 02:45:12",14.7,98.9,14.7,1801,14.14,258,0,0,981,0,
1 구역,="2024-11-17 02:46:14",14.8,99.1,14.8,1802,14.12,257,0.5,0,981,0,
1 구역,="2024-11-17 02:47:15",14.65,99.6,14.9,1801,14.14,257,0,0,981,0,
1 구역,="2024-11-17 02:48:17",15.05,97.8,15,1801,14.08,258,0.5,0,981,0,
1 구역,="2024-11-17 02:49:19",14.7,99.9,14.7,1800,14.12,307,1,0,981,0,
1 구역,="2024-11-17 02:50:20",15.1,98.1,15.1,1801,14.18,309,0.5,0,981,0,
1 구역,="2024-11-17 02:51:22",14.75,99.1,14.7,1800,14.22,308,0.5,0,981,0,
1 구역,="2024-11-17 02:52:23",15.05,99.2,15,1801,14.18,301,0,0,981,0,
1 구역,="2024-11-17 02:53:25",14.8,98.1,14.8,1799,14.32,300,0.5,0,981,0,
1 구역,="2024-11-17 02:54:27",15,98.7,15,1800,14.36,302,0.5,0,981,0,
1 구역,="2024-11-17 02:55:28",14.8,99.9,14.8,1801,14.3,302,0,0,981,0,
1 구역,="2024-11-17 02:56:30",14.9,99.6,14.9,1801,14.4,302,0,0,981,0,
1 구역,="2024-11-17 02:57:31",14.65,99.8,14.6,1800,14.4,302,0,0,981,0,
1 구역,="2024-11-17 02:58:33",14.85,99.9,14.8,1800,14.26,302,0,0,981,0,
1 구역,="2024-11-17 02:59:35",14.75,99,15,1800,14.16,302,0,0,981,0,
1 구역,="2024-11-17 03:00:37",14.95,98.8,14.9,1800,14.2,301,0.5,0,981,0,
1 구역,="2024-11-17 03:01:38",14.9,97.2,14.9,1800,14.06,302,0.5,0,981,0,
1 구역,="2024-11-17 03:02:40",14.75,99.2,14.7,1800,14.06,302,0,0,981,0,
1 구역,="2024-11-17 03:03:41",14.75,99.8,14.8,1801,14.1,293,0.5,0,981,0,
1 구역,="2024-11-17 03:04:33",15.15,97.3,15.1,1799,14.1,287,0.5,0,981,0,
1 구역,="2024-11-17 03:05:35",14.8,99.9,14.8,1800,13.96,286,0.5,0,981,0,
1 구역,="2024-11-17 03:06:36",15.05,97,15,1800,13.92,292,1,0,981,0,
1 구역,="2024-11-17 03:07:38",14.85,99.9,15,1800,13.94,259,1,0,981,0,
1 구역,="2024-11-17 03:08:40",15,98.7,15,1800,13.9,291,0.5,0,981,0,
1 구역,="2024-11-17 03:09:41",15.05,98.4,14.9,1801,13.92,284,0.5,0,981,0,
1 구역,="2024-11-17 03:10:43",15.35,98.2,15.3,1800,13.92,269,0.5,0,981,0,
1 구역,="2024-11-17 03:11:44",15.35,97.2,15.1,1801,14.02,272,0,0,981,0,
1 구역,="2024-11-17 03:12:46",15.3,97.1,15.3,1800,14,272,0,0,981,0,
1 구역,="2024-11-17 03:13:48",15.25,99,15.4,1800,14.02,272,0,0,981,0,
1 구역,="2024-11-17 03:14:49",15.2,98.3,15.2,1800,14.08,273,0,0,981,0,
1 구역,="2024-11-17 03:15:51",15.2,99.9,15.2,1800,14.04,272,0,0,981,0,
1 구역,="2024-11-17 03:16:53",15.2,99.3,15.2,1802,13.96,272,0,0,981,0,
1 구역,="2024-11-17 03:17:55",15.05,99.9,15,1802,13.96,273,0,0,981,0,
1 구역,="2024-11-17 03:18:57",15.35,98.9,15.3,1801,13.92,284,0.5,0,981,0,
1 구역,="2024-11-17 03:19:58",15,99.9,15.1,1800,13.82,317,1.5,0,981,0,
1 구역,="2024-11-17 03:21:00",14.9,98.5,14.9,1800,13.82,305,1.5,0,981,0,
1 구역,="2024-11-17 03:22:02",15.15,98.1,15.1,1800,13.9,304,0.5,0,981,0,
1 구역,="2024-11-17 03:23:03",15.1,99.3,15.1,1800,13.82,309,0.5,0,981,0,
1 구역,="2024-11-17 03:24:05",15,99,15,1800,13.88,298,0.5,0,981,0,
1 구역,="2024-11-17 03:25:06",14.85,99.9,14.8,1801,14.02,296,1,0,981,0,
1 구역,="2024-11-17 03:26:08",14.95,99.9,14.7,1801,14.02,326,1,0,981,0,
1 구역,="2024-11-17 03:27:10",14.95,99.5,14.9,1801,14,321,1,0,981,0,
1 구역,="2024-11-17 03:28:11",14.95,99.9,15.1,1800,14.1,301,1,0,981,0,
1 구역,="2024-11-17 03:29:13",14.85,99.9,14.8,1799,14,317,0.5,0,981,0,
1 구역,="2024-11-17 03:30:14",14.95,99.7,14.9,1802,13.92,322,1,0,981,0,
1 구역,="2024-11-17 03:31:16",14.95,99.3,14.9,1800,13.86,312,1.5,0,981,0,
1 구역,="2024-11-17 03:32:18",15.05,99.9,15,1801,13.8,293,0.5,0,981,0,
1 구역,="2024-11-17 03:33:20",14.9,97.6,14.9,1801,13.7,316,2.1,0,981,0,
1 구역,="2024-11-17 03:34:21",15.25,97.7,15.4,1801,13.78,305,0.5,0,981,0,
1 구역,="2024-11-17 03:35:23",15.25,96.8,15.2,1801,13.88,289,0,0,981,0,
1 구역,="2024-11-17 03:36:25",14.4,99.9,14.4,1801,13.88,292,1.5,0,981,0,
1 구역,="2024-11-17 03:37:27",15,98.9,15,1799,13.9,299,1.5,0,981,0,
1 구역,="2024-11-17 03:38:29",14.9,99.9,14.9,1802,13.94,288,0,0,981,0,
1 구역,="2024-11-17 03:39:30",15.05,99.9,15,1799,13.9,289,0,0,981,0,
1 구역,="2024-11-17 03:40:32",14.9,99.9,14.9,1801,13.84,290,0,0,981,0,
1 구역,="2024-11-17 03:41:34",14.85,99.9,14.8,1799,13.86,283,0.5,0,981,0,
1 구역,="2024-11-17 03:42:36",15.05,98.6,15,1801,13.92,309,0.5,0,981,0,
1 구역,="2024-11-17 03:43:37",15.25,97.6,15.2,1801,13.98,344,0.5,0,981,0,
1 구역,="2024-11-17 03:44:39",14.95,99.5,14.9,1801,13.96,321,1,0,981,0,
1 구역,="2024-11-17 03:45:41",15.4,97.9,15.4,1800,13.96,322,0,0,981,0,
1 구역,="2024-11-17 03:46:43",15.15,99.5,15.1,1800,13.94,320,0.5,0,981,0,
1 구역,="2024-11-17 03:47:45",15.05,99.1,15,1800,13.82,343,1,0,981,0,
1 구역,="2024-11-17 03:48:47",15.15,98.1,15.1,1800,13.8,346,1,0,981,0,
1 구역,="2024-11-17 03:49:48",15.2,97.5,15.2,1801,13.8,342,0.5,0,981,0,
1 구역,="2024-11-17 03:50:50",14.9,99.9,14.9,1801,13.76,341,0,0,981,0,
1 구역,="2024-11-17 03:51:52",15,99.1,14.9,1800,13.76,351,1.5,0,981,0,
1 구역,="2024-11-17 03:52:54",14.9,99.9,14.9,1800,13.76,20,1,0,981,0,
1 구역,="2024-11-17 03:53:56",15,98,15,1800,13.68,11,1,0,981,0,
1 구역,="2024-11-17 03:54:57",15,99.2,15,1801,13.66,314,1,0,981,0,
1 구역,="2024-11-17 03:55:59",14.75,99.9,14.8,1799,13.64,332,1.5,0,981,0,
1 구역,="2024-11-17 03:57:01",14.85,99.8,14.8,1799,13.72,271,1.5,0,981,0,
1 구역,="2024-11-17 03:58:02",14.85,99.9,14.9,1801,13.92,346,2.1,0,981,0,
1 구역,="2024-11-17 03:59:04",14.8,98,14.8,1801,13.98,326,1.5,0,981,0,
1 구역,="2024-11-17 04:00:06",14.7,99.9,14.7,1801,14.02,339,1.5,0,981,0,
1 구역,="2024-11-17 04:01:08",15.15,95.9,15.1,1800,14,317,1,0,981,0,
1 구역,="2024-11-17 04:02:09",15.1,95.6,15.1,1801,14.06,311,0.5,0,981,0,
1 구역,="2024-11-17 04:03:11",15.05,96.1,15,1801,14.02,307,1,0,981,0,
1 구역,="2024-11-17 04:04:12",15.15,97.9,15.1,1800,14,314,1,0,981,0,
1 구역,="2024-11-17 04:05:14",14.95,99,14.9,1800,14.08,323,0.5,0,981,0,
1 구역,="2024-11-17 04:06:16",15.15,97.7,15.1,1801,14.08,323,0.5,0,981,0,
1 구역,="2024-11-17 04:07:18",15.05,98.8,15,1800,14.02,322,0.5,0,981,0,
1 구역,="2024-11-17 04:08:19",15.1,96.4,14.9,1801,14.08,323,0,0,981,0,
1 구역,="2024-11-17 04:09:21",14.8,99,14.8,1800,14.14,317,1,0,981,0,
1 구역,="2024-11-17 04:10:23",15.05,98.4,14.8,1800,14.08,316,0.5,0,981,0,
1 구역,="2024-11-17 04:11:24",14.95,99.9,14.9,1800,14.04,316,0,0,981,0,
1 구역,="2024-11-17 04:12:26",15.2,97.8,15.2,1800,14.08,316,1,0,981,0,
1 구역,="2024-11-17 04:13:27",15.05,99.9,15,1801,14.06,318,0.5,0,981,0,
1 구역,="2024-11-17 04:14:29",14.7,99.9,14.7,1800,14.06,318,0.5,0,981,0,
1 구역,="2024-11-17 04:15:30",14.95,99.5,14.9,1799,14.06,318,0,0,981,0,
1 구역,="2024-11-17 04:16:32",15.05,99.9,15,1800,14.08,318,0,0,981,0,
1 구역,="2024-11-17 04:17:34",15.2,97.1,15.2,1800,14.06,318,0.5,0,981,0,
1 구역,="2024-11-17 04:18:35",15.05,98.3,15,1800,14,319,1,0,981,0,
1 구역,="2024-11-17 04:19:37",15.15,98.7,15.1,1800,13.96,318,1,0,981,0,
1 구역,="2024-11-17 04:20:39",15.3,98.6,15.3,1799,13.9,319,0.5,0,981,0,
1 구역,="2024-11-17 04:21:41",14.9,98.9,14.9,1800,13.86,298,1,0,981,0,
1 구역,="2024-11-17 04:22:43",15.2,99.7,15.3,1801,13.94,305,1,0,981,0,
1 구역,="2024-11-17 04:23:45",15.45,97.1,15.4,1801,13.92,304,0.5,0,981,0,
1 구역,="2024-11-17 04:24:47",15.3,99,15.3,1801,13.88,306,0.5,0,981,0,
1 구역,="2024-11-17 04:25:49",15.65,96.6,15.6,1800,13.9,313,1,0,981,0,
1 구역,="2024-11-17 04:26:51",15.75,97.4,15.7,1801,13.92,314,0.5,0,981,1,
1 구역,="2024-11-17 04:27:53",15.3,97.8,15.3,1801,13.88,313,0,0,981,0,
1 구역,="2024-11-17 04:28:55",15.1,98.8,15.1,1801,14,314,0.5,0,981,0,
1 구역,="2024-11-17 04:29:57",15.25,99.9,15.1,1800,14.04,314,0.5,0,981,0,
1 구역,="2024-11-17 04:30:59",15.4,99.3,15.4,1799,14.08,331,1.5,0,981,0,
1 구역,="2024-11-17 04:32:01",15.3,98.1,15.2,1800,14.2,327,0.5,0,981,0,
1 구역,="2024-11-17 04:33:03",15.3,99.5,15.3,1801,14.2,327,1,0,981,0,
1 구역,="2024-11-17 04:34:05",15.35,97.8,15.3,1799,14.12,328,1.5,0,981,0,
1 구역,="2024-11-17 04:35:07",15.4,96.3,15.4,1801,14.12,337,1.5,0,981,0,
1 구역,="2024-11-17 04:36:09",15.05,99.9,15,1801,14.12,334,2.1,0,981,0,
1 구역,="2024-11-17 04:37:11",15.2,99.4,15.2,1801,14.1,7,2.6,0,981,0,
1 구역,="2024-11-17 04:38:13",15.25,97.8,15.2,1800,14.1,16,2.1,0,981,0,
1 구역,="2024-11-17 04:39:15",15.15,99.9,15.1,1800,14.12,341,2.6,0,981,0,
1 구역,="2024-11-17 04:40:16",15.1,99.9,15.1,1800,14.18,345,2.6,0,981,0,
1 구역,="2024-11-17 04:41:18",15.15,97.8,15.3,1801,14.18,347,0.5,0,981,0,
1 구역,="2024-11-17 04:42:20",15.3,97.6,15.3,1799,14.2,350,2.1,0,981,0,
1 구역,="2024-11-17 04:43:23",15.3,99.3,15.3,1801,14.3,3,1.5,0,981,0,
1 구역,="2024-11-17 04:44:25",15.45,98.3,15.4,1801,14.28,0,2.1,0,981,0,
1 구역,="2024-11-17 04:45:27",15.45,98.2,15.4,1800,14.4,17,2.1,0,981,0,
1 구역,="2024-11-17 04:46:29",15.05,99.9,15.1,1800,14.36,0,2.1,0,981,0,
1 구역,="2024-11-17 04:47:30",14.95,99.9,14.9,1800,14.42,13,1,0,981,0,
1 구역,="2024-11-17 04:48:32",15.15,98.8,15.1,1799,14.38,1,1.5,0,981,0,
1 구역,="2024-11-17 04:49:34",15.2,99.1,15.2,1800,14.46,17,1,0,981,0,
1 구역,="2024-11-17 04:50:36",15.45,98.3,15.4,1800,14.42,2,1,0,981,0,
1 구역,="2024-11-17 04:51:38",15.15,99.9,15.1,1801,14.44,27,1.5,0,981,0,
1 구역,="2024-11-17 04:52:40",15.55,97.5,15.5,1802,14.38,19,1.5,0,981,0,
1 구역,="2024-11-17 04:53:42",15.8,97.2,15.8,1801,14.38,19,2.1,0,981,0,
1 구역,="2024-11-17 04:54:44",15.35,98.9,15.3,1801,14.28,3,1,0,981,0,
1 구역,="2024-11-17 04:55:46",15.5,99.1,15.6,1801,14.28,22,2.1,0,981,0,
1 구역,="2024-11-17 04:56:48",15.4,99.9,15.4,1799,14.34,11,2.6,0,981,0,
1 구역,="2024-11-17 04:57:50",15.65,98.7,15.6,1803,14.32,10,2.1,0,981,0,
1 구역,="2024-11-17 04:58:52",15.6,98.6,15.6,1802,14.3,15,1.5,0,981,0,
1 구역,="2024-11-17 04:59:54",15.75,96.4,15.7,1801,14.34,0,2.1,0,981,0,
1 구역,="2024-11-17 05:00:56",15.4,99.8,15.4,1799,14.34,351,1,0,981,0,
1 구역,="2024-11-17 05:01:58",15.8,96.1,15.8,1799,14.3,26,1,0,981,0,
1 구역,="2024-11-17 05:03:00",15.85,97.4,15.8,1799,14.4,4,1,0,981,0,
1 구역,="2024-11-17 05:04:02",15.8,99.6,15.8,1800,14.5,337,2.6,0,981,0,
1 구역,="2024-11-17 05:05:04",15.6,99,15.6,1801,14.5,351,2.1,0,981,0,
1 구역,="2024-11-17 05:06:06",15.6,99.5,15.6,1801,14.42,0,1,0,981,0,
1 구역,="2024-11-17 05:07:07",16.1,96.8,16.2,1801,14.44,19,1.5,0,981,0,
1 구역,="2024-11-17 05:08:09",15.55,99.5,15.5,1801,14.42,16,0.5,0,981,0,
1 구역,="2024-11-17 05:09:11",16.1,95.6,16,1800,14.34,351,1.5,0,981,0,
1 구역,="2024-11-17 05:10:13",15.5,99.9,15.5,1801,14.28,351,1.5,0,981,0,
1 구역,="2024-11-17 05:11:15",15.75,98.7,15.7,1801,14.36,0,1.5,0,981,0,
1 구역,="2024-11-17 05:12:17",15.8,95.8,15.8,1801,14.34,268,2.6,0,981,0,
1 구역,="2024-11-17 05:13:19",16.05,97.6,16,1799,14.3,269,2.6,0,981,0,
1 구역,="2024-11-17 05:14:21",15.75,98.6,15.7,1801,14.28,4,2.6,0,981,0,
1 구역,="2024-11-17 05:15:23",15.95,94.3,15.9,1801,14.3,8,1.5,0,981,0,
1 구역,="2024-11-17 05:16:25",15.7,98.2,15.7,1801,14.3,52,2.1,0,981,0,
1 구역,="2024-11-17 05:17:27",15.55,99.9,15.5,1800,14.22,332,2.1,0,981,0,
1 구역,="2024-11-17 05:18:29",15.7,98.9,15.7,1801,14.14,351,2.6,0,981,0,
1 구역,="2024-11-17 05:19:31",15.75,99.8,15.7,1801,14.14,4,1,0,981,0,
1 구역,="2024-11-17 05:20:33",15.8,98.8,16,1800,14.16,12,0.5,0,981,0,
1 구역,="2024-11-17 05:21:35",15.9,99.8,15.9,1801,14.14,344,2.1,0,981,0,
1 구역,="2024-11-17 05:22:37",15.25,99.9,15.2,1800,14.14,33,2.6,0,981,0,
1 구역,="2024-11-17 05:23:38",15.4,99.9,15.4,1800,14.14,26,1,0,981,0,
1 구역,="2024-11-17 05:24:40",15.8,99.2,15.8,1802,14.18,21,0.5,0,981,0,
1 구역,="2024-11-17 05:25:42",15.8,97.5,15.8,1801,14.22,16,2.1,0,981,0,
1 구역,="2024-11-17 05:26:44",15.6,98.5,15.6,1801,14.28,24,1.5,0,981,0,
1 구역,="2024-11-17 05:27:46",15.95,98.9,15.9,1801,14.32,21,2.6,0,981,0,
1 구역,="2024-11-17 05:28:48",15.85,97.7,15.8,1801,14.28,48,1,0,981,0,
1 구역,="2024-11-17 05:29:50",15.75,99.9,15.7,1802,14.24,38,1,0,981,0,
1 구역,="2024-11-17 05:30:52",15.85,98.6,15.8,1800,14.18,39,0.5,0,981,0,
1 구역,="2024-11-17 05:31:53",15.65,98.2,15.6,1801,14.12,71,1.5,0,981,0,
1 구역,="2024-11-17 05:32:55",15.5,99.9,15.5,1801,14.04,74,2.1,0,981,0,
1 구역,="2024-11-17 05:33:56",15.45,99.9,15.4,1801,13.96,39,1.5,0,981,0,
1 구역,="2024-11-17 05:34:58",15.7,99.9,15.5,1800,13.8,42,1.5,0,981,0,
1 구역,="2024-11-17 05:36:00",15.7,99.8,15.7,1800,13.72,23,2.6,0,981,0,
1 구역,="2024-11-17 05:37:00",15.8,99.9,15.8,1800,13.78,10,3.6,0,981,0,
1 구역,="2024-11-17 05:38:01",15.7,99.1,15.8,1801,13.78,37,3.1,0,981,0,
1 구역,="2024-11-17 05:39:03",15.6,98.8,15.6,1801,13.86,1,2.1,0,981,0,
1 구역,="2024-11-17 05:40:05",15.65,99.8,15.6,1802,13.96,49,3.1,0,981,0,
1 구역,="2024-11-17 05:41:06",15.9,97.7,15.9,1802,13.94,59,2.1,0,981,0,
1 구역,="2024-11-17 05:42:08",15.65,99.9,15.8,1801,13.84,46,2.1,0,981,0,
1 구역,="2024-11-17 05:43:10",15.75,99.9,15.7,1798,13.82,68,2.6,0,981,0,
1 구역,="2024-11-17 05:44:12",15.75,99.9,15.8,1801,13.7,56,3.1,0,981,0,
1 구역,="2024-11-17 05:45:14",15.9,99.9,15.9,1801,13.6,51,2.6,0,981,0,
1 구역,="2024-11-17 05:46:15",15.7,99.1,15.7,1799,13.48,42,3.1,0,981,0,
1 구역,="2024-11-17 05:47:17",15.7,98.6,15.7,1800,13.48,69,3.6,0,981,0,
1 구역,="2024-11-17 05:48:19",15.75,99.5,15.7,1801,13.38,32,3.1,0,981,0,
1 구역,="2024-11-17 05:49:21",15.6,99.9,15.6,1800,13.38,56,3.6,0,981,0,
1 구역,="2024-11-17 05:50:23",15.65,98.8,15.8,1802,13.38,57,3.1,0,981,0,
1 구역,="2024-11-17 05:51:24",15.85,99.9,15.8,1801,13.34,20,2.6,0,981,0,
1 구역,="2024-11-17 05:52:26",15.75,98.4,15.7,1801,13.36,58,1.5,0,981,0,
1 구역,="2024-11-17 05:53:28",15.85,99.9,15.8,1800,13.36,40,1.5,0,981,0,
1 구역,="2024-11-17 05:54:29",15.85,99.8,15.7,1801,13.24,71,3.6,0,981,0,
1 구역,="2024-11-17 05:55:31",15.7,99.3,15.7,1799,13.24,5,2.1,0,981,0,
1 구역,="2024-11-17 05:56:33",15,99.9,14.9,1801,13.28,64,2.1,0,981,0,
1 구역,="2024-11-17 05:57:34",16,96.8,16,1801,13.16,44,2.6,0,981,0,
1 구역,="2024-11-17 05:58:36",15.85,96.2,15.8,1801,13.18,44,1.5,0,981,0,
1 구역,="2024-11-17 05:59:37",15.9,98,15.9,1801,13.2,76,2.6,0,981,0,
1 구역,="2024-11-17 06:00:39",15.7,98.8,15.7,1800,13.14,53,1,0,981,0,
1 구역,="2024-11-17 06:01:41",15.75,99.1,15.9,1800,13.1,49,2.6,0,981,0,
1 구역,="2024-11-17 06:02:42",16,95.7,16,1802,13.16,58,2.1,0,981,0,
1 구역,="2024-11-17 06:03:44",15.8,98.1,15.8,1801,13.12,62,1,0,981,0,
1 구역,="2024-11-17 06:04:45",15.45,99.9,15.4,1802,13.12,56,2.1,0,981,0,
1 구역,="2024-11-17 06:05:47",16.05,97.4,15.8,1801,13.06,40,2.1,0,981,0,
1 구역,="2024-11-17 06:06:49",15.6,99.8,15.6,1800,13.06,8,2.1,0,981,0,
1 구역,="2024-11-17 06:07:50",15.85,98.2,15.8,1801,12.98,38,1,0,981,0,
1 구역,="2024-11-17 06:08:52",15.3,99.8,15.3,1801,12.98,16,2.6,0,981,0,
1 구역,="2024-11-17 06:09:53",15.75,96.8,15.7,1801,12.94,36,1.5,0,981,0,
1 구역,="2024-11-17 06:10:55",16.05,93.7,16,1800,12.96,52,2.1,0,981,0,
1 구역,="2024-11-17 06:11:57",15.9,97.8,15.9,1801,12.96,28,1.5,0,981,0,
1 구역,="2024-11-17 06:12:58",15.75,97.8,15.7,1802,12.96,35,2.1,0,981,0,
1 구역,="2024-11-17 06:14:00",15.55,98.9,15.5,1801,12.84,23,1.5,0,981,0,
1 구역,="2024-11-17 06:15:02",15.45,99.9,15.4,1801,12.9,41,3.1,0,981,0,
1 구역,="2024-11-17 06:16:03",15.65,98.5,15.6,1802,12.96,42,1.5,0,981,0,
