"";"CO2 Dose State";"Light Acc Today";"Meas CO2 Level";"Meas Rel Hum";"Meas GH Temp";"Rain State";"Meas Light";"Meas Wind Speed";"Meas Wind Dir";"Meas Out Temp";"EC Dosing";"pH Dosing";"Calc pH Level";"Meas pH 1 Level";"Meas pH 2 Level";"Meas EC 1 Level";"Meas EC 2 Level";"Meas EC 1 Level";"Irrig Flow";"Irrig Flow"
"22-11-2024 00:55:00";0;0;706.72;88.18;14.7;1;0.1;0;6;7.45;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:00:00";0;0;713.38;87.18;14.78;1;0.18;0;6;7.65;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:05:00";0;0;716.64;87.82;14.72;1;0.2;0;6;7.62;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:10:00";0;0;714.54;89.64;14.62;0;0.2;0;6;7.6;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:15:00";0;0;718.92;90.82;14.6;0;0.2;0;7;7.85;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:20:00";0;0;716.72;90.18;14.6;0;0.2;0;7;7.74;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:25:00";0;0;721.7;90.81;14.6;0;0.2;0;6;7.86;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:30:00";0;0.81;719.75;90.19;14.6;0;0.2;0;5;7.98;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:35:00";0;1;720.63;90;14.52;0;0.2;0;6;8.33;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:40:00";0;1;718.56;90.81;14.58;0;0.2;0;1;7.83;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:45:00";0;1;720.44;91;14.6;0;0.12;0;1;6.97;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:50:00";0;1;721;90.19;14.68;0;0.1;0;0;6.64;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 01:55:00";0;1;720.19;90;14.62;0;0.1;0;1;6.6;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 02:00:00";0;1;720.81;90;14.68;0;0.1;0;1;6.44;0;0;0;6.3;6.6;3.4;3.58;3.4;-32767;0
"22-11-2024 02:05:00";0;1;727.51;90.81;14.54;0;0.1;0;1;6.4;0;0;0;6.3;6.6;3.4;3.52;3.4;-32767;0
"22-11-2024 02:10:00";0;1;730.63;91;14.5;0;0.02;0;1;6.32;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 02:15:00";0;1;732.63;91.81;14.42;0;0.08;0;7;6.3;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 02:20:00";0;1;732.19;92;14.4;0;0.1;0;0;6.22;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 02:25:00";0;1;725.49;92;14.32;0;0.18;0;1;6.12;0;0;0;6.3;6.6;3.4;3.58;3.4;-32767;0
"22-11-2024 02:30:00";0;1;716.68;92;14.3;0;0.12;0;1;5.94;0;0;0;6.3;6.6;3.4;3.52;3.4;-32767;0
"22-11-2024 02:35:00";0;1;715.81;91.19;14.3;0;0.1;0;1;5.66;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 02:40:00";0;1;722.51;91.81;14.22;0;0.1;0;1;5.6;0;0;0;6.3;6.6;3.4;3.58;3.4;-32767;0
"22-11-2024 02:45:00";0;1;726.44;91.19;14.04;0;0.1;0;7;5.27;0;0;0;6.3;6.6;3.4;3.52;3.4;-32767;0
"22-11-2024 02:50:00";0;1;737.57;90.19;14;0;0.02;0;7;5.36;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 02:55:00";0;1;732.68;90;14.08;0;0.08;0;7;5.56;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 03:00:00";0;1;726.93;90.81;14.1;0;0.18;0;6;5.68;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 03:05:00";0;1;726.81;91.81;14.02;0;0.2;0;7;5.7;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 03:10:00";0;1;730.25;92;14;0;0.2;0;7;5.78;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 03:15:00";0;1;729.37;92;13.92;0;0.12;0;7;5.8;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 03:20:00";0;1;731.44;92;13.82;0;0.1;0;1;5.88;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 03:25:00";0;1;731.19;91.19;13.8;0;0.18;0;0;6.39;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 03:30:00";0;1;731;90.19;13.8;0;0.2;0;7;6.5;0;0;0;6.3;6.6;3.4;3.58;3.4;-32767;0
"22-11-2024 03:35:00";0;1.81;723.68;90;13.72;0;0.12;0;7;6.58;0;0;0;6.3;6.6;3.4;3.6;3.4;-32767;0
"22-11-2024 03:40:00";0;2;725.25;88.37;13.86;0;0.18;0;7;6.93;0;0;0;6.3;6.6;3.4;3.52;3.4;-32767;0
"22-11-2024 03:45:00";0;2;723.56;88.81;13.9;0;0.2;0;7;7.24;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 03:50:00";0;2;729.51;89.81;13.82;0;0.12;0;7;7.3;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 03:55:00";0;2;731.81;90.81;13.88;0;0.02;0;3;5.67;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:00:00";0;2;731.19;91.81;13.9;0;0;0;3;5.3;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:05:00";0;2;740.76;90.37;14.06;0;0.08;0;3;5.06;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:10:00";0;2;742.19;88.37;14.43;0;0.18;0;3;5.33;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:15:00";0;2;748.51;88.81;14.5;0;0.12;0;3;5.32;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:20:00";0;2;750;89;14.58;0;0.02;0;5;4.97;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:25:00";0;2;743.49;89.81;14.68;0;0.08;0;5;4.9;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:30:00";0;2;744.44;90.81;14.62;0;0.1;0;5;5.06;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:35:00";0;2;749.88;89.37;14.68;0;0.1;0;5;5.02;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:40:00";0;2;761.57;91.44;14.62;0;0.1;0;5;4.92;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:45:00";0;2;771.32;89.56;14.76;0;0.1;0;6;4.74;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:50:00";0;2;799.03;87.37;14.8;0;0.1;0;6;4.62;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 04:55:00";0;2;818.74;86.19;14.88;0;0.18;0;5;4.76;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:00:00";0;2;830.07;87.61;14.74;0;0.2;0;5;4.88;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:05:00";0;2;840.87;88;14.78;0;0.2;0;5;5.06;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:10:00";0;2;886.56;87.19;14.8;0;0.2;0;5;5.02;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:15:00";0;2;915.55;87.81;15.04;0;0.12;0;3;4.52;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:20:00";0;2;941.78;88;15.18;0;0.1;0;3;4.16;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:25:00";0;2;969.59;88.81;15.12;0;0.18;0;5;4.26;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:30:00";0;2;968.55;89.81;15.02;0;0.2;0;6;4.46;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:35:00";0;2.81;956.51;90.81;14.84;0;0.2;0;6;4.34;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:40:00";0;3;958.03;91;14.72;0;0.12;0;6;4.22;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:45:00";0;3;959;91;14.62;0;0.18;0;5;4.28;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:50:00";0;3;966.26;91;14.44;0;0.04;0;5;3.98;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 05:55:00";0;3;968;89.39;14.64;0;0.16;0;5;4.22;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:00:00";0;3;979.29;89;14.86;0;0.2;0;5;3.98;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:05:00";0;3;992.49;87.39;15.14;0;0.2;0;5;4.06;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:10:00";0;3;1027.27;88.61;15.2;0;0.2;0;5;4.1;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:15:00";0;3;1046.29;88.19;15.2;0;0.2;0;5;4.02;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:20:00";0;3;1070.78;89.61;15.12;0;0.2;0;5;4.16;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:25:00";0;3;1077.61;90;14.94;0;0.2;0;5;4.2;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:30:00";0;3;1107.04;90.81;14.9;0;0.2;0;3;4.04;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:35:00";0;3;1144.65;90.19;14.9;0;0.2;0;5;4.24;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:40:00";0;3;1138.29;91.61;14.82;0;0.04;0;6;3.74;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:45:00";0;3;1127.74;90.39;14.96;0;0.24;0;7;3.68;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:50:00";0;3;1120.35;90;15.24;0;0.14;0;6;3.86;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 06:55:00";0;3;1119.81;90;15.38;0;0.1;0;5;3.82;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:00:00";0;3;1168.4;90;15.56;0;0.18;0;6;3.88;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:05:00";0;3;1182.42;90;15.76;0;0.28;0;3;3.82;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:10:00";0;3;1216.07;91.61;15.88;0;0.14;0;3;3.48;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:15:00";0;3;1244.17;92;15.98;0;0.18;0;6;3.16;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:20:00";0;3.81;1256.26;92.81;15.68;0;0.6;0;5;3.34;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:25:00";0;4;1255.58;92.19;15.76;0;0.78;0;5;3.24;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:30:00";0;4;1304.21;87.16;15.8;0;1.12;0;6;3.04;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:35:00";0;4.81;1335.36;87.61;15.88;0;1.68;0;6;3.08;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:40:00";0;5;1365.81;87.19;16.06;0;2.28;0;6;3.1;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:45:00";0;5.81;1392.17;85.39;16.26;0;2.88;0;5;3.34;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:50:00";0;6.81;1415.55;88.23;16.06;0;3.65;0;6;3.32;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 07:55:00";0;7.81;1428.07;87.39;16.08;0;4.85;0;6;3.62;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:00:00";0;9.6;1454.84;87;16.18;0;5.98;0;6;4.1;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:05:00";0;11.6;1492.2;87.8;16.12;0;7.24;0;6;4.36;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:10:00";0;14.4;1484.8;87.2;16.02;0;8.38;0;1;4.88;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:15:00";0;17.4;1492.2;88.6;16;0;9.72;0;1;5.32;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:20:00";0;20.4;1495.8;87.4;15.92;0;10.72;0;1;6.44;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:25:00";0;23.4;1484.8;87.8;15.9;0;11.78;0;5;6.54;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:30:00";0;27.2;1471.6;89.6;15.9;0;12.96;0;3;6.02;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:35:00";0;31.2;1449.8;90;16.14;0;14.24;0;3;7.1;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:40:00";0;36;1442.6;90.8;16.52;0;15.14;0;2;7.8;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:45:00";0;40.2;1482.8;91.8;16.84;0;15.46;0;3;7.66;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:50:00";0;45;1538.6;90.4;17.14;0;16.86;0;3;7.92;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 08:55:00";0;50;1563.6;90.8;17.36;0;17.76;0;3;7.68;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 09:00:00";0;55.8;1526.2;90.2;17.56;0;18.7;0;2;7.6;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 09:05:00";0;61.8;1494.4;89.2;17.84;0;20.34;0;2;7.92;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 09:10:00";0;67.8;1462.6;89;18.14;0;21.74;0;3;8;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 09:15:00";0;74.6;1437.6;89;18.52;0;23.12;0;3;8.32;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 09:20:00";0;81.6;1407.4;88.2;19;0;24.04;0;3;8.88;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 09:25:00";0;89.4;1375.4;88;19.5;0;25.4;0;3;9.56;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 09:30:00";0;97.4;1278.6;86.4;19.76;0;26.58;0;1;11.22;0;0;0;6.3;6.6;3.4;3.5;3.4;-32767;0
"22-11-2024 09:35:00";0;105.4;1148.8;84.4;19.56;0;27.36;0;2;11.04;23.76;55.36;4.96;6.3;6.6;2.92;3.02;2.92;-32767;104
"22-11-2024 09:40:00";0;113.4;1016.4;82.4;19.18;0;28.38;0;1;10.74;22.26;67.68;6.2;6.3;6.52;3.04;3.06;3.04;-32767;754
"22-11-2024 09:45:00";0;122.2;870;80.4;18.86;0;29.08;0;1;10.46;20.88;77.3;6.2;6.3;6.5;3.1;3.1;3.1;-32767;1478
"22-11-2024 09:50:00";0;131.2;769.6;79.2;18.32;0;30.48;0;2;10.88;21.72;79.96;6.2;6.3;6.5;3.02;3.1;3.02;-32767;2268
"22-11-2024 09:55:00";0;140.2;665.6;76.6;17.64;0;31.36;0;0;10.36;4.38;16;1.24;6.3;6.58;3;3.1;3;-32767;2494
"22-11-2024 10:00:00";0;150;580;76;17.5;0;32.3;0;1;10.36;0;0;0;6.3;6.6;3;3.26;3;-32767;2510
"22-11-2024 10:05:00";0;160;517.6;73.6;17.1;0;33.78;0;1;10.08;0;0;0;6.3;6.6;3;3.46;3;-32767;2510
"22-11-2024 10:10:00";0;170.8;475.6;68.2;17.72;0;34.82;0;0;9.84;0;0;0;6.3;6.6;3;3.5;3;-32767;2510
"22-11-2024 10:15:00";0;181;456;67.8;18.3;0;36.2;0;2;10.6;0;0;0;6.3;6.6;3;3.58;3;-32767;2510
"22-11-2024 10:20:00";0;191.8;441.8;66.4;18.72;0;37.06;0;1;10.16;0;0;0;6.3;6.6;3;3.6;3;-32767;2510
"22-11-2024 10:25:00";0;203.6;424.6;65.2;19.12;0;36.96;0;1;10.8;0;0;0;6.3;6.6;3;3.6;3;-32767;2510
"22-11-2024 10:30:00";1;214.8;440.2;66.6;18.88;0;38.34;0;1;10.92;18.56;64.56;4.96;6.3;6.52;3;3.2;3;-32767;3094
"22-11-2024 10:35:00";1;226.6;428.2;67;19.2;0;39.42;0;1;10.82;21.28;72.46;6.2;6.3;6.5;3;3.1;3;-32767;3824
"22-11-2024 10:40:00";1;238.6;504;65.4;18.82;0;40.24;0;0;10.88;20.64;69.04;6.2;6.3;6.5;3;3.1;3;-32767;4586
"22-11-2024 10:45:00";0;250.6;460.8;66.6;18.38;0;40.4;0;7;10.34;4.12;13.74;1.24;6.3;6.58;3;3.1;3;-32767;4916
"22-11-2024 10:50:00";1;263.4;450.6;69.4;18.62;0;41.68;0;0;10.6;0;0;0;6.3;6.6;3;3.26;3;-32767;4960
"22-11-2024 10:55:00";0;275.6;461.6;69.2;18.38;0;41.92;0;1;10.54;0;0;0;6.3;6.6;3;3.46;3;-32767;4960
"22-11-2024 11:00:00";0;288.4;451.2;68.2;18.14;0;41.66;0;1;11.06;0;0;0;6.3;6.6;3;3.5;3;-32767;4960
"22-11-2024 11:05:00";0;300.6;445.6;68;18.98;0;42.96;0;0;11.04;0;0;0;6.3;6.6;3;3.58;3;-32767;4960
"22-11-2024 11:10:00";1;314.2;455.4;65.6;19.44;0;43.94;0;0;10.6;16.64;55.84;4.96;6.3;6.52;3;3.2;3;-32767;5416
"22-11-2024 11:15:00";1;327.33;447.67;66.59;20.22;0;43.23;0;1;10.9;22.63;84.1;6.2;6.3;6.5;2.92;3.02;2.92;-32767;6126.03
"22-11-2024 11:20:00";1;340.31;439.45;64.62;21.19;0;44.51;0;0;11.08;21.83;82.48;6.2;6.3;6.5;2.98;3.08;2.98;-32767;6898.8
"22-11-2024 11:25:00";0;353.31;449.11;61.62;21.4;0;45.38;0;2;12.13;4.44;16.76;1.28;6.3;6.5;3.08;3.18;3.08;-32767;7337.67
"22-11-2024 11:30:00";0;367.11;500.39;61.79;20.29;0;45.58;0;3;11.77;0;0;0;6.3;6.5;3.1;3.36;3.1;-32767;7410
"22-11-2024 11:35:00";0;380.31;513;61.21;20.71;0;45.04;0;7;11.36;0;0;0;6.3;6.5;3.1;3.48;3.1;-32767;7410
"22-11-2024 11:40:00";0;394.11;530.45;60.21;20.42;0;44.74;0;0;11.78;0;0;0;6.3;6.5;3.1;3.58;3.1;-32767;7410
"22-11-2024 11:45:00";0;407.31;508.82;63.97;20.54;0;45.89;0;2;12.53;19.67;65.21;4.92;6.3;6.5;3.02;3.2;3.02;-32767;7489.33
"22-11-2024 11:50:00";0;421.11;479.79;62.62;20.84;0;46.04;0;0;12.86;22.74;82.52;6.2;6.3;6.5;3;3.1;3;-32767;8120.87
"22-11-2024 11:55:00";1;435.11;440.68;58.83;21.3;0;46.87;0;1;13.14;20.61;73;6.2;6.3;6.5;3;3.1;3;-32767;8890.87
"22-11-2024 12:00:00";1;449.11;428.03;58;21.32;0;46.78;0;7;13.28;19.88;71.61;6.2;6.3;6.5;3;3.1;3;-32767;9621.2
"22-11-2024 12:05:00";1;463.11;465.08;59.59;22.17;0;46.46;0;1;12.19;4.09;14.86;1.28;6.3;6.58;3;3.1;3;-32767;9833.47
"22-11-2024 12:10:00";0;477.11;525.77;61.59;22.8;0;46.16;0;6;11.98;0;0;0;6.3;6.6;3;3.26;3;-32767;9850
"22-11-2024 12:15:00";0;491.11;546.14;66.76;22.82;0;45.54;0;6;13.03;0;0;0;6.3;6.6;3;3.38;3;-32767;9850
"22-11-2024 12:20:00";0;505.11;514.68;64.83;23.04;0;46.99;0;7;13.06;0;0;0;6.3;6.6;3;3.4;3;-32767;9850
"22-11-2024 12:25:00";0;519.11;507.59;67.97;22.07;0;46.21;0;6;12.6;19.67;59.5;4.92;6.3;6.6;3;3.08;3;-32767;9953.13
"22-11-2024 12:30:00";0;533.11;445.33;66.62;22.04;0;46.14;0;6;13.06;19.8;78.09;6.2;6.3;6.52;3.08;3.08;3.08;-32767;10559.13
"22-11-2024 12:35:00";0;547.11;424.24;69.17;22.42;0;47.15;0;0;12.57;18.18;82.55;6.2;6.3;6.5;3.1;3.1;3.1;-32767;11305
"22-11-2024 12:40:00";0;561.11;452.35;69.21;22.42;0;45.97;0;1;12.64;3.74;17.26;1.28;6.3;6.5;3.02;3.1;3.02;-32767;11936
"22-11-2024 12:45:00";0;574.31;430.65;71.38;23.03;0;45.76;0;7;12.86;0;0;0;6.3;6.5;3;3.26;3;-32767;12060
"22-11-2024 12:50:00";1;588.11;388.89;70.41;23.44;0;43.9;0;7;12.74;0;0;0;6.3;6.5;3;3.46;3;-32767;12060
"22-11-2024 12:55:00";1;601.31;387.93;67.62;23.5;0;44.19;0;6;12.54;0;0;0;6.3;6.5;3;3.58;3;-32767;12060
"22-11-2024 13:00:00";0;614.31;592.3;63.83;22.47;0;44.88;0;7;12.26;0;0;0;6.3;6.5;3;3.68;3;-32767;12060
"22-11-2024 13:05:00";0;628.11;528.38;64.59;22.36;0;44.44;0;7;11.96;0;0;0;6.3;6.58;3;3.7;3;-32767;12060
"22-11-2024 13:10:00";0;641.31;474.2;60.24;22.4;0;43.9;0;6;12.53;0;0;0;6.3;6.6;3;3.7;3;-32767;12060
"22-11-2024 13:15:00";0;654.31;447.37;68.52;23.51;0;42.85;0;6;13.02;17.77;67.12;4.92;6.3;6.52;3;3.22;3;-32767;12258.33
"22-11-2024 13:20:00";1;667.31;432.48;76.55;24.43;0;43.47;0;6;13.34;20.18;81.9;6.2;6.3;6.5;3.08;3.1;3.08;-32767;12920.87
"22-11-2024 13:25:00";1;680.31;432.38;79.59;24.04;0;42.67;0;6;13.64;21.27;77;6.2;6.3;6.5;3.02;3.1;3.02;-32767;13698.8
"22-11-2024 13:30:00";0;693.31;482.19;79.21;23.9;0;41.84;0;7;13.86;4.48;15.69;1.28;6.3;6.5;3;3.1;3;-32767;14185.27
"22-11-2024 13:35:00";0;705.52;506.11;74.24;23.98;0;41.54;0;6;13.66;0;0;0;6.3;6.5;3;3.26;3;-32767;14270
"22-11-2024 13:40:00";0;718.31;492.34;71.41;24.32;0;40.87;0;6;13.12;0;0;0;6.3;6.5;3;3.38;3;-32767;14270
"22-11-2024 13:45:00";0;730.52;453.89;68.62;24.16;0;40.14;0;3;13.24;0;0;0;6.3;6.5;3;3.48;3;-32767;14270
"22-11-2024 13:50:00";0;742.52;428.34;71.97;24.73;0;39.84;0;6;13.7;0;0;0;6.3;6.5;3;3.58;3;-32767;14270
"22-11-2024 13:55:00";0;754.52;432.73;69.83;24.19;0;39.88;0;7;14.12;0;0;0;6.3;6.5;3;3.6;3;-32767;14270
"22-11-2024 14:00:00";1;765.73;404.85;69.79;24.24;0;38.39;0;6;14.2;0;0;0;6.3;6.58;3;3.6;3;-32767;14270
"22-11-2024 14:05:00";1;777.52;393.83;73.17;24.86;0;37.37;0;7;13.96;0;0;0;6.3;6.6;3;3.6;3;-32767;14270
"22-11-2024 14:10:00";1;788.73;423.94;69.24;24.68;0;36.64;0;6;13.9;0;0;0;6.3;6.6;3;3.6;3;-32767;14270
"22-11-2024 14:15:00";0;798.93;529.58;69.59;23.81;0;35.55;0;7;12.95;0;0;0;6.3;6.6;3;3.6;3;-32767;14270
"22-11-2024 14:20:00";0;809.73;508.99;71.59;23.04;0;35.06;0;6;12.62;0;0;0;6.3;6.6;3.08;3.6;3.08;-32767;14270
"22-11-2024 14:25:00";0;819.93;503.35;68.83;23.46;0;34.13;0;6;13.16;0;0;0;6.3;6.6;3.1;3.6;3.1;-32767;14270
"22-11-2024 14:30:00";0;829.93;485.96;74.35;24.16;0;33.42;0;6;13.14;0;0;0;6.3;6.6;3.1;3.6;3.1;-32767;14270
"22-11-2024 14:35:00";0;839.88;484.15;77.58;24.62;0;32.59;0;7;12.15;0;0;0;6.3;6.6;3.1;3.6;3.1;-32767;14270
"22-11-2024 14:40:00";0;849.87;475.56;72.49;24.23;0;31.77;0;7;12.29;0;0;0;6.3;6.6;3.1;3.6;3.1;-32767;14270
"22-11-2024 14:45:00";0;859.08;467.49;71;23.94;0;30.97;0;7;12.24;0;0;0;6.3;6.6;3.18;3.6;3.18;-32767;14270
"22-11-2024 14:50:00";0;868.08;456.56;71;23.35;0;30.25;0;6;12.28;0;0;0;6.3;6.6;3.2;3.6;3.2;-32767;14270
"22-11-2024 14:55:00";0;877.08;446.92;68.64;23.44;0;29.16;0;7;12.54;0;0;0;6.3;6.6;3.2;3.6;3.2;-32767;14270
"22-11-2024 15:00:00";0;885.29;436.35;71.15;23.89;0;28.19;0;7;12.36;0;0;0;6.3;6.6;3.2;3.6;3.2;-32767;14270
"22-11-2024 15:05:00";0;894.08;426.13;73.57;23.45;0;26.98;0;7;11.75;0;0;0;6.3;6.6;3.2;3.6;3.2;-32767;14270
"22-11-2024 15:10:00";0;901.51;426.36;70.07;22.67;0;25.99;0;7;12.07;0;0;0;6.3;6.6;3.2;3.6;3.2;-32767;14270
"22-11-2024 15:15:00";0;909.29;416.77;72.93;23.05;0;25.01;0;7;12.28;0;0;0;6.3;6.6;3.2;3.6;3.2;-32767;14270
"22-11-2024 15:20:00";0;916.51;410.85;75.57;23.36;0;23.93;0;6;12.14;0;0;0;6.3;6.6;3.2;3.6;3.2;-32767;14270
"22-11-2024 15:25:00";1;923.51;402.92;76.79;23.48;0;22.99;0;6;12.02;0;0;0;6.3;6.6;3.2;3.6;3.2;-32767;14270
"22-11-2024 15:30:00";1;930.51;410.44;80.15;23.34;0;21.78;0;7;11.76;0;0;0;6.3;6.6;3.2;3.6;3.2;-32767;14270
"22-11-2024 15:35:00";1;936.72;410.64;77.07;22.75;0;20.79;0;7;11.7;0;0;0;6.3;6.6;3.2;3.6;3.2;-32767;14270
"22-11-2024 15:40:00";1;942.72;426.52;76;22.6;0;19.5;0;7;11.54;0;0;0;6.3;6.6;3.2;3.52;3.2;-32767;14270
